city,country,country_code,year,month,pm25,latitude,longitude,elevation,is_coast,avg_temp,precipitation,wind_speed,pressure,ndvi,electricity_demand,fossil_energy,population,area,population_density,large_airport,medium_airport,small_airport,public_transport_stops,monthly_congestion_level,gdp_per_capita,gdp_growth,tertiary_sector
Amsterdam,Netherlands,NLD,2024,11,11.5,52.3730796,4.8924534,15,1,7.3,89.5,15.6,1019.5,0.01847010817,10.07,0.6032,1736000,487,3564.681725,1.0,0.0,0.0,1342.0,0.3,64572.0,0.0379,0.7953
Amsterdam,Netherlands,NLD,2024,12,10.9,52.3730796,4.8924534,15,1,6.3,89.5,20.9,1020.1,0.01847010817,10.54,0.501,1736000,487,3564.681725,1.0,0.0,0.0,1342.0,0.28,64572.0,0.0379,0.7953
Ankara,Turkey,TUR,2024,1,5.9,39.9207759,32.8540497,868,0,4.2,54.7,11.6,1019.6,0.04982942087,27.7,0.4706,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.39,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,2,7.7,39.9207759,32.8540497,868,0,7.2,12.6,9.4,1019.4,0.04982942087,26.44,0.49950000000000006,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.43,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,3,8.5,39.9207759,32.8540497,868,0,8.3,27.1,9.5,1015.7,0.04982942087,27.49,0.5448,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.4,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,4,7.9,39.9207759,32.8540497,868,0,17.0,33.7,12.0,1014.1,0.04982942087,24.0,0.36310000000000003,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.38,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,5,6.2,39.9207759,32.8540497,868,0,15.7,92.5,10.0,1012.5,0.04982942087,26.89,0.4464,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.41,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,6,8.2,39.9207759,32.8540497,868,0,24.9,61.5,10.8,1012.4,0.04982942087,28.45,0.5001,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.36,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,7,8.7,39.9207759,32.8540497,868,0,25.8,15.9,12.0,1009.1,0.04982942087,34.05,0.5622,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.33,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,8,8.0,39.9207759,32.8540497,868,0,25.2,12.8,9.7,1010.7,0.04982942087,33.3,0.607,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.31,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,9,9.1,39.9207759,32.8540497,868,0,21.2,9.6,6.9,1012.9,0.04982942087,28.05,0.6121,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.41,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,10,10.9,39.9207759,32.8540497,868,0,14.2,1.6,8.9,1019.6,0.04982942087,27.14,0.5912,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.46,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,11,14.1,39.9207759,32.8540497,868,0,7.5,20.4,8.6,1022.0,0.04982942087,27.97,0.6297,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.47,13105.7,0.0736,0.7033
Ankara,Turkey,TUR,2024,12,12.9,39.9207759,32.8540497,868,0,4.5,65.1,8.0,1021.1,0.04982942087,30.27,0.6437,5359000,671,7986.587183,1.0,0.0,0.0,997.0,0.49,13105.7,0.0736,0.7033
Arequipa,Peru,PER,2024,1,15.9,-16.3988667,-71.5369607,2335,0,17.6,70.9,9.8,1024.3,0.04446554508,5.09,0.281,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.37,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,2,16.2,-16.3988667,-71.5369607,2335,0,17.0,183.8,9.3,1024.5,0.04446554508,4.9,0.31829999999999997,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.39,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,3,14.4,-16.3988667,-71.5369607,2335,0,16.9,212.2,9.1,1023.6,0.04446554508,5.07,0.3077,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.5,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,4,17.5,-16.3988667,-71.5369607,2335,0,16.9,18.3,9.0,1024.3,0.04446554508,4.95,0.2606,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.5,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,5,13.7,-16.3988667,-71.5369607,2335,0,17.6,1.2,9.2,1024.3,0.04446554508,4.98,0.3654,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.46,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,6,14.9,-16.3988667,-71.5369607,2335,0,16.3,0.2,9.3,1024.9,0.04446554508,4.78,0.4854,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.46,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,7,13.4,-16.3988667,-71.5369607,2335,0,16.4,0.0,10.2,1024.6,0.04446554508,4.98,0.512,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.47,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,8,14.8,-16.3988667,-71.5369607,2335,0,16.1,0.6,10.1,1024.5,0.04446554508,5.05,0.503,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.49,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,9,18.7,-16.3988667,-71.5369607,2335,0,17.6,1.3,9.9,1024.3,0.04446554508,4.91,0.5092,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.48,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,10,19.9,-16.3988667,-71.5369607,2335,0,17.6,1.9,9.8,1024.2,0.04446554508,5.1,0.5039,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.49,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,11,15.6,-16.3988667,-71.5369607,2335,0,16.1,72.4,9.4,1023.7,0.04446554508,5.04,0.4286,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.46,7906.6,0.0518,0.5895
Arequipa,Peru,PER,2024,12,18.8,-16.3988667,-71.5369607,2335,0,16.4,72.4,9.4,1023.7,0.04446554508,5.19,0.2659,981000,197,4979.695431,0.0,1.0,0.0,271.0,0.49,7906.6,0.0518,0.5895
Athens,Greece,GRC,2024,1,13.7,37.9755648,23.7348324,102,1,11.1,31.2,8.8,1018.5,0.07544936977,4.18,0.45659999999999995,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.34,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,2,14.5,37.9755648,23.7348324,102,1,13.1,16.5,6.8,1018.5,0.07544936977,3.7,0.4715,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.37,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,3,10.9,37.9755648,23.7348324,102,1,13.7,177.5,9.9,1016.6,0.07544936977,3.56,0.5043,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.34,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,4,7.9,37.9755648,23.7348324,102,1,19.4,5.9,8.8,1014.6,0.07544936977,3.25,0.4114,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.39,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,5,8.4,37.9755648,23.7348324,102,1,20.7,0.3,7.8,1013.6,0.07544936977,3.42,0.48729999999999996,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.32,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,6,9.6,37.9755648,23.7348324,102,1,29.0,0.0,8.5,1011.4,0.07544936977,4.74,0.4858,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.32,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,7,9.5,37.9755648,23.7348324,102,1,31.1,6.1,10.5,1009.0,0.07544936977,5.63,0.5,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.27,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,8,9.7,37.9755648,23.7348324,102,1,30.1,3.7,8.0,1010.0,0.07544936977,5.05,0.5061,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.08,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,9,9.5,37.9755648,23.7348324,102,1,25.4,2.2,7.0,1012.6,0.07544936977,4.0,0.5041,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.38,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,10,7.8,37.9755648,23.7348324,102,1,20.9,0.0,7.5,1019.1,0.07544936977,3.7,0.40700000000000003,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.41,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,11,14.9,37.9755648,23.7348324,102,1,15.2,18.4,7.9,1020.5,0.07544936977,3.79,0.5752,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.43,23400.7,0.0558,0.8138
Athens,Greece,GRC,2024,12,15.7,37.9755648,23.7348324,102,1,12.7,103.4,7.9,1018.3,0.07544936977,4.06,0.583,3309000,583,5675.814751,1.0,0.0,0.0,4386.0,0.47,23400.7,0.0558,0.8138
Atlanta,USA,USA,2024,1,6.4,33.7544657,-84.3898151,320,0,5.7,144.7,9.5,1019.8,0.03604919138,386.19,0.6228,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.24,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,2,9.8,33.7544657,-84.3898151,320,0,10.4,86.5,8.7,1016.9,0.03604919138,325.83,0.5445,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.3,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,3,8.6,33.7544657,-84.3898151,320,0,14.6,202.6,14.6,1016.8,0.03604919138,330.46,0.5169,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.32,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,4,9.6,33.7544657,-84.3898151,320,0,17.5,96.6,9.1,1016.6,0.03604919138,317.28,0.5095000000000001,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.33,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,5,7.1,33.7544657,-84.3898151,320,0,22.4,30.3,7.0,1013.4,0.03604919138,354.35,0.544,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.32,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,6,8.8,33.7544657,-84.3898151,320,0,26.5,16.8,8.0,1014.8,0.03604919138,399.65,0.5858,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.3,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,7,7.3,33.7544657,-84.3898151,320,0,26.6,112.2,6.2,1016.9,0.03604919138,441.32,0.6428,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.28,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,8,9.9,33.7544657,-84.3898151,320,0,26.4,20.3,8.2,1016.2,0.03604919138,433.68,0.6362,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.3,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,9,7.8,33.7544657,-84.3898151,320,0,23.3,312.3,9.1,1014.0,0.03604919138,368.73,0.6169,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.3,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,10,9.4,33.7544657,-84.3898151,320,0,17.7,0.0,5.3,1021.1,0.03604919138,342.81,0.5734,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.39,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,11,7.3,33.7544657,-84.3898151,320,0,14.1,93.5,7.9,1018.4,0.03604919138,330.11,0.5595,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.33,82769.4,0.0382,0.8145
Atlanta,USA,USA,2024,12,7.8,33.7544657,-84.3898151,320,0,7.8,101.1,8.2,1023.6,0.03604919138,368.24,0.5769,5702000,7402,770.3323426,1.0,1.0,0.0,175.0,0.33,82769.4,0.0382,0.8145
Auckland,New Zealand,NZL,2024,1,2.2,-36.852095,174.7631803,196,1,19.8,87.2,17.4,1015.5,0.05565332273,3.31,0.12689999999999999,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.24,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,2,2.2,-36.852095,174.7631803,196,1,19.2,52.1,16.5,1017.4,0.05565332273,3.17,0.1199,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.33,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,3,2.0,-36.852095,174.7631803,196,1,16.6,85.1,19.9,1017.0,0.05565332273,3.33,0.18309999999999998,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.33,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,4,2.4,-36.852095,174.7631803,196,1,15.6,49.0,18.3,1019.5,0.05565332273,3.28,0.1555,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.3,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,5,4.2,-36.852095,174.7631803,196,1,12.2,72.3,19.8,1016.8,0.05565332273,3.78,0.1984,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.34,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,6,4.1,-36.852095,174.7631803,196,1,12.7,78.0,18.9,1017.0,0.05565332273,3.54,0.2147,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.3,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,7,5.6,-36.852095,174.7631803,196,1,10.8,134.0,17.8,1018.5,0.05565332273,3.89,0.239,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.31,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,8,4.7,-36.852095,174.7631803,196,1,12.3,91.9,15.0,1019.9,0.05565332273,3.72,0.23120000000000002,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.31,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,9,3.7,-36.852095,174.7631803,196,1,13.7,105.5,18.4,1018.3,0.05565332273,3.31,0.0967,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.3,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,10,2.7,-36.852095,174.7631803,196,1,13.7,147.0,21.7,1016.8,0.05565332273,3.28,0.08839999999999999,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.31,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,11,2.7,-36.852095,174.7631803,196,1,15.7,70.9,18.1,1020.8,0.05565332273,3.18,0.0346,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.34,48280.8,0.0269,0.7525
Auckland,New Zealand,NZL,2024,12,3.1,-36.852095,174.7631803,196,1,19.6,64.4,18.6,1009.9,0.05565332273,3.21,0.027999999999999997,1537000,541,2841.03512,1.0,0.0,0.0,2617.0,0.3,48280.8,0.0269,0.7525
Bangkok,Thailand,THA,2024,1,36.1,13.75398,100.50144,12,1,29.3,16.9,2.5,1012.5,0.03030390967,17.84,0.8292,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.46,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,2,29.5,13.75398,100.50144,12,1,29.9,26.6,4.6,1012.3,0.03030390967,19.83,0.8415,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.5,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,3,24.3,13.75398,100.50144,12,1,30.7,87.2,5.0,1010.4,0.03030390967,20.77,0.8573999999999999,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.46,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,4,24.4,13.75398,100.50144,12,1,32.4,2.0,6.1,1007.2,0.03030390967,21.26,0.8534999999999999,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.42,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,5,17.2,13.75398,100.50144,12,1,30.4,441.8,4.7,1007.0,0.03030390967,21.32,0.8676,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.49,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,6,6.5,13.75398,100.50144,12,1,30.0,239.1,5.0,1006.8,0.03030390967,19.74,0.8578,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.52,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,7,6.8,13.75398,100.50144,12,1,28.5,280.8,4.3,1006.2,0.03030390967,19.33,0.8489,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.53,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,8,6.1,13.75398,100.50144,12,1,29.2,407.7,4.3,1007.6,0.03030390967,19.88,0.8647,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.57,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,9,10.8,13.75398,100.50144,12,1,28.6,534.5,4.0,1006.2,0.03030390967,18.92,0.8573999999999999,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.53,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,10,15.7,13.75398,100.50144,12,1,29.2,657.3,3.4,1008.9,0.03030390967,19.45,0.8761,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.52,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,11,21.0,13.75398,100.50144,12,1,29.6,114.1,3.8,1010.1,0.03030390967,18.38,0.856,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.56,7182.0,0.0197,0.5853
Bangkok,Thailand,THA,2024,12,28.0,13.75398,100.50144,12,1,28.3,114.1,3.5,1011.2,0.03030390967,16.92,0.7985,18884000,3199,5903.094717,2.0,0.0,0.0,1742.0,0.54,7182.0,0.0197,0.5853
Barcelona,Spain,ESP,2024,1,11.9,41.3825802,2.177073,30,1,10.3,24.4,14.3,1021.0,0.03030482164,21.05,0.2144,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.23,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,2,11.2,41.3825802,2.177073,30,1,12.0,9.5,14.6,1017.2,0.03030482164,19.41,0.15289999999999998,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.25,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,3,7.8,41.3825802,2.177073,30,1,13.2,59.9,14.8,1017.2,0.03030482164,20.06,0.1435,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.23,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,4,6.6,41.3825802,2.177073,30,1,14.5,93.2,15.0,1017.2,0.03030482164,18.63,0.13419999999999999,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.28,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,5,6.1,41.3825802,2.177073,30,1,17.5,22.1,14.9,1014.3,0.03030482164,19.52,0.14679999999999999,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.29,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,6,6.8,41.3825802,2.177073,30,1,21.2,71.5,15.8,1014.6,0.03030482164,19.24,0.1568,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.28,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,7,7.8,41.3825802,2.177073,30,1,24.6,15.2,13.9,1014.7,0.03030482164,22.25,0.1891,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.3,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,8,11.8,41.3825802,2.177073,30,1,26.0,10.0,13.7,1014.3,0.03030482164,21.64,0.2078,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.16,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,9,6.4,41.3825802,2.177073,30,1,20.8,99.2,14.9,1014.6,0.03030482164,19.13,0.1924,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.28,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,10,6.8,41.3825802,2.177073,30,1,18.6,139.1,16.9,1015.8,0.03030482164,19.1,0.18899999999999997,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.3,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,11,10.1,41.3825802,2.177073,30,1,14.9,175.1,15.5,1021.1,0.03030482164,18.46,0.2768,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.28,33516.4,0.0518,0.7739
Barcelona,Spain,ESP,2024,12,9.9,41.3825802,2.177073,30,1,9.9,41.1,14.7,1024.4,0.03030482164,20.39,0.2968,5317000,1072,4959.88806,1.0,0.0,0.0,3692.0,0.3,33516.4,0.0518,0.7739
Berlin,Germany,DEU,2024,1,12.3,52.510885,13.3989367,46,0,1.8,45.7,16.7,1016.2,0.0269544598,45.69,0.4629,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.27,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,2,10.3,52.510885,13.3989367,46,0,7.1,71.2,16.1,1010.5,0.0269544598,41.67,0.4274,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.28,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,3,18.3,52.510885,13.3989367,46,0,8.5,35.3,12.6,1010.3,0.0269544598,41.57,0.44770000000000004,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.26,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,4,8.3,52.510885,13.3989367,46,0,11.2,26.0,13.3,1013.1,0.0269544598,39.45,0.3737,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.28,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,5,9.5,52.510885,13.3989367,46,0,17.1,34.5,12.8,1014.0,0.0269544598,39.24,0.3761,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.29,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,6,9.4,52.510885,13.3989367,46,0,17.8,48.5,12.0,1013.0,0.0269544598,38.78,0.37929999999999997,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.29,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,7,7.3,52.510885,13.3989367,46,0,19.8,102.4,11.4,1014.0,0.0269544598,40.8,0.3704,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.29,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,8,9.0,52.510885,13.3989367,46,0,20.6,31.6,11.6,1014.6,0.0269544598,39.97,0.3997,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.24,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,9,11.7,52.510885,13.3989367,46,0,16.7,41.4,14.5,1015.1,0.0269544598,39.12,0.3899,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.29,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,10,11.0,52.510885,13.3989367,46,0,11.2,26.6,12.8,1017.4,0.0269544598,40.72,0.461,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.29,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,11,12.1,52.510885,13.3989367,46,0,5.4,53.7,13.1,1019.8,0.0269544598,41.33,0.5364,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.35,54343.2,0.0159,0.7232
Berlin,Germany,DEU,2024,12,10.5,52.510885,13.3989367,46,0,4.1,36.4,14.7,1020.1,0.0269544598,40.75,0.47840000000000005,4286000,1368,3133.040936,1.0,0.0,0.0,222.0,0.29,54343.2,0.0159,0.7232
Birmingham,United Kingdom,GBR,2024,1,7.3,52.4796992,-1.9026911,149,1,4.7,44.1,14.4,1015.9,0.02035995867,26.34,0.4244,2517000,598,4209.0301,1.0,0.0,0.0,4105.0,0.39,49463.9,0.045899999999999996,0.8192
Birmingham,United Kingdom,GBR,2024,2,5.8,52.4796992,-1.9026911,149,1,7.7,92.5,12.1,1007.7,0.02035995867,23.22,0.33159999999999995,2517000,598,4209.0301,1.0,0.0,0.0,4105.0,0.4,49463.9,0.045899999999999996,0.8192
Birmingham,United Kingdom,GBR,2024,3,9.2,52.4796992,-1.9026911,149,1,8.5,80.7,13.7,1009.7,0.02035995867,23.95,0.325,2517000,598,4209.0301,1.0,0.0,0.0,4105.0,0.37,49463.9,0.045899999999999996,0.8192
Birmingham,United Kingdom,GBR,2024,4,5.0,52.4796992,-1.9026911,149,1,9.3,68.0,15.5,1011.8,0.02035995867,22.13,0.2206,2517000,598,4209.0301,1.0,0.0,0.0,4105.0,0.37,49463.9,0.045899999999999996,0.8192
Birmingham,United Kingdom,GBR,2024,5,9.7,52.4796992,-1.9026911,149,1,13.7,82.4,11.7,1012.3,0.02035995867,20.18,0.3425,2517000,598,4209.0301,1.0,0.0,0.0,4105.0,0.39,49463.9,0.045899999999999996,0.8192
